round,global_test_acc,global_test_loss,client1_val_acc,client2_val_acc,client3_val_acc,round_time
1,48.663393344244405,1.2582109385523303,55.416666666666664,67.2,41.666666666666664,8.016619443893433
2,65.30278232405892,0.8879747966240192,47.5,44.0,58.333333333333336,7.9578399658203125
3,72.55864702673213,0.7078126648376728,52.5,72.0,55.0,8.07802700996399
4,70.1582105837425,0.721468697334158,50.833333333333336,75.33333333333333,78.57142857142857,8.05038070678711
5,70.59465357337697,0.6993360683835786,58.75,73.73333333333333,70.47619047619048,8.073298931121826
6,78.72340425531915,0.5509206262128107,30.416666666666668,76.93333333333334,54.404761904761905,7.902125120162964
7,72.34042553191489,0.6483673268351061,52.916666666666664,74.4,75.47619047619048,8.027750253677368
8,77.52318603382433,0.5825955292274212,71.66666666666667,68.13333333333334,55.23809523809524,7.927082061767578
9,75.50463720676487,0.6108160820500604,68.75,59.733333333333334,69.76190476190476,7.959478855133057
10,78.12329514457174,0.5347027624475544,67.08333333333333,67.46666666666667,65.95238095238095,7.900403022766113
11,77.3595199127114,0.5784496418361006,73.33333333333333,48.666666666666664,82.38095238095238,8.032712936401367
12,82.70594653573377,0.4861138750766886,61.25,82.8,82.14285714285714,8.024543762207031
13,85.54282596835789,0.448313000900992,76.25,81.33333333333333,58.45238095238095,7.961726427078247
14,83.08783415166394,0.44460041255786503,54.166666666666664,45.733333333333334,78.33333333333333,7.92623496055603
15,82.76050190943808,0.44785957500852386,72.5,76.26666666666667,80.35714285714286,7.907200813293457
16,85.87015821058374,0.39005782583664206,75.0,84.26666666666667,85.47619047619048,8.111664056777954
17,83.41516639388979,0.4298951944400524,78.75,76.0,85.83333333333333,7.926680326461792
18,85.70649208947081,0.3785107320752637,67.08333333333333,74.0,85.5952380952381,7.945037603378296
19,85.27004909983633,0.39995164963705787,76.66666666666667,83.33333333333333,72.85714285714286,7.949630498886108
20,82.3240589198036,0.43541099182490645,63.75,79.2,88.33333333333333,8.010725498199463
21,86.47026732133115,0.3635428121377682,63.75,88.26666666666667,82.26190476190476,7.9047088623046875
22,84.94271685761048,0.37655308842658997,78.75,57.2,85.95238095238095,7.9314374923706055
23,85.87015821058374,0.39648349326232385,64.58333333333333,81.73333333333333,66.07142857142857,7.878652334213257
24,88.81614839061648,0.3246607554369959,85.0,84.66666666666667,85.11904761904762,7.937232971191406
25,87.94326241134752,0.34000754099467706,79.58333333333333,88.26666666666667,76.54761904761905,7.973240375518799
26,88.65248226950355,0.31000887371342756,78.33333333333333,87.2,87.5,7.89459228515625
27,86.63393344244408,0.35292037550745337,70.0,86.8,89.04761904761905,7.8196046352386475
28,86.47026732133115,0.37445238797829067,82.5,49.333333333333336,85.11904761904762,8.005553007125854
29,87.50681942171303,0.3190341720293308,72.08333333333333,88.26666666666667,61.30952380952381,7.901052713394165
