round,global_test_acc,global_test_loss,client1_val_acc,client2_val_acc,client3_val_acc,round_time
1,23.240589198036005,1.3776960455138108,30.0,45.333333333333336,40.95238095238095,8.98618745803833
2,26.56846699399891,1.3049440918297603,28.333333333333332,26.533333333333335,45.23809523809524,8.008307218551636
3,35.62465902891435,1.2246723832755253,25.0,26.533333333333335,46.904761904761905,8.055723428726196
4,46.4266230223677,1.1733770863763218,28.333333333333332,26.533333333333335,25.0,8.643150091171265
5,57.719585379159845,1.104590555717205,25.0,35.06666666666667,64.76190476190476,8.68807315826416
6,54.39170758319695,1.108649077086613,25.0,32.4,63.214285714285715,8.219748973846436
7,53.40971085651937,1.1405995015440316,25.0,39.86666666666667,68.33333333333333,8.285693883895874
8,57.93780687397709,1.0364491096858321,27.083333333333332,38.13333333333333,72.14285714285714,8.082423448562622
9,57.719585379159845,0.9450996004301926,32.083333333333336,59.6,65.83333333333333,7.987228631973267
10,68.95799236224768,0.8694781825460237,34.166666666666664,58.53333333333333,70.0,8.116206884384155
11,64.42989634478997,0.8449170116720528,25.0,54.666666666666664,72.38095238095238,8.086462497711182
12,59.738134206219314,0.9065838620580476,32.083333333333336,48.53333333333333,70.11904761904762,8.02318263053894
13,64.70267321331151,0.8414169632155319,27.916666666666668,46.666666666666664,73.45238095238095,8.02107858657837
14,62.35679214402619,0.7970354392610747,26.25,59.6,70.95238095238095,7.982855796813965
15,60.66557555919258,0.8217994344645533,50.0,58.53333333333333,65.95238095238095,7.985723495483398
16,67.48499727223131,0.7267170610099003,44.166666666666664,64.0,67.85714285714286,7.9932310581207275
17,68.30332787779597,0.7242856046249126,41.666666666666664,65.73333333333333,75.5952380952381,7.836467504501343
18,61.8657937806874,0.7753271111126604,47.083333333333336,58.0,74.76190476190476,7.999678373336792
19,65.2482269503546,0.7728050104502974,45.833333333333336,33.86666666666667,72.97619047619048,7.829286336898804
20,69.39443535188217,0.7663666400416144,44.583333333333336,64.66666666666667,74.52380952380952,7.831768274307251
21,72.99509001636662,0.6874177887521941,55.416666666666664,60.666666666666664,71.78571428571429,7.818366765975952
22,65.84833606110202,0.6882805433766596,45.0,60.8,75.11904761904762,7.815035104751587
23,67.70321876704855,0.7035333432000259,56.25,49.733333333333334,66.30952380952381,7.924261569976807
24,65.41189307146755,0.6870712452921374,42.5,67.2,77.38095238095238,7.7890636920928955
25,75.28641571194763,0.6713749643029838,34.166666666666664,65.6,77.85714285714286,7.777189254760742
26,70.26732133115112,0.73379588743736,42.916666666666664,63.46666666666667,75.23809523809524,7.867744207382202
27,74.74086197490453,0.7218512296676636,47.5,33.733333333333334,73.69047619047619,8.016216278076172
28,71.46753955264593,0.6960524608348978,49.583333333333336,67.06666666666666,71.9047619047619,7.971841335296631
29,75.61374795417349,0.6653929106120405,45.0,57.46666666666667,61.54761904761905,7.822701692581177
30,79.48717948717949,0.5971179676466974,50.0,60.13333333333333,67.97619047619048,7.901254892349243
31,73.75886524822695,0.695426881313324,41.25,62.93333333333333,76.42857142857143,7.833676099777222
32,77.03218767048554,0.6277433078864525,43.333333333333336,67.33333333333333,77.5,7.909472942352295
33,75.39552645935625,0.6194614038385194,49.166666666666664,65.73333333333333,73.0952380952381,7.906907081604004
34,78.4506273867976,0.5979272610154646,52.083333333333336,65.6,73.21428571428571,7.802106142044067
35,80.03273322422258,0.5711863164244027,52.083333333333336,68.53333333333333,79.88095238095238,7.8296003341674805
36,76.8139661756683,0.6298823664928305,38.75,64.8,66.54761904761905,7.829339981079102
37,79.92362247681396,0.5780433663006487,42.083333333333336,68.13333333333334,77.61904761904762,7.898277997970581
38,81.94217130387344,0.5741427900462315,54.583333333333336,68.13333333333334,79.04761904761905,7.842793941497803
39,79.81451172940535,0.5646177396692079,40.833333333333336,69.2,74.16666666666667,7.8106043338775635
40,75.28641571194763,0.6168098881326872,46.25,68.0,77.5,7.781863451004028
41,80.63284233497,0.5465555293806668,47.916666666666664,65.6,81.07142857142857,7.754925727844238
42,79.81451172940535,0.6024936499266789,31.25,62.13333333333333,85.5952380952381,7.898339033126831
43,76.97763229678124,0.6404575787741562,49.583333333333336,67.86666666666666,72.5,7.870045185089111
44,84.0152755046372,0.5273654358140354,60.0,67.46666666666667,80.5952380952381,7.943020820617676
45,82.43316966721223,0.5145656867273922,52.916666666666664,69.6,79.16666666666667,7.995809316635132
46,80.68739770867431,0.6066755015274574,53.333333333333336,67.86666666666666,81.54761904761905,7.963999271392822
47,82.21494817239498,0.5536390563537334,43.75,66.4,84.88095238095238,8.623079299926758
48,67.43044189852701,0.7211482196018614,58.333333333333336,67.73333333333333,49.166666666666664,8.185963153839111
49,77.57774140752865,0.590125158942979,42.5,70.53333333333333,73.69047619047619,8.167683839797974
50,83.74249863611566,0.5144247926514725,61.666666666666664,72.66666666666667,84.64285714285714,8.081072807312012
51,83.36061102018549,0.5183508262552065,51.25,69.33333333333333,82.73809523809524,8.093273878097534
52,83.30605564648118,0.5143586345787706,39.583333333333336,70.26666666666667,81.30952380952381,8.224300861358643
53,84.72449536279323,0.49027602323170366,46.666666666666664,72.66666666666667,74.4047619047619,8.122081995010376
54,80.1418439716312,0.5514353822017538,59.166666666666664,67.33333333333333,78.33333333333333,8.628739833831787
55,86.08837970540098,0.47725103127545326,51.25,72.0,86.54761904761905,8.32297158241272
56,85.81560283687944,0.4902065745715437,54.166666666666664,77.33333333333333,86.07142857142857,8.22782588005066
57,84.39716312056737,0.49493991403744136,58.333333333333336,72.53333333333333,85.71428571428571,8.235627889633179
58,85.16093835242772,0.45812005832277497,52.916666666666664,76.0,85.11904761904762,8.045580387115479
59,86.57937806873977,0.47451931340941067,60.0,77.33333333333333,81.9047619047619,8.105849742889404
60,85.1063829787234,0.4679593115017332,60.833333333333336,84.0,85.11904761904762,8.251339435577393
61,84.34260774686307,0.4819049269988619,52.5,72.93333333333334,80.5952380952381,8.06440281867981
62,85.32460447354065,0.4580777421079833,52.916666666666664,77.06666666666666,85.23809523809524,8.116515636444092
63,86.63393344244408,0.4693995724464285,56.25,80.8,80.83333333333333,7.99582052230835
64,85.37915984724495,0.4783294755837013,54.583333333333336,74.0,84.88095238095238,7.928067922592163
65,85.37915984724495,0.4654605039234819,58.333333333333336,79.46666666666667,87.14285714285714,7.952905893325806
66,84.66993998908893,0.45965957333301677,55.833333333333336,76.4,80.47619047619048,7.878399133682251
67,85.59738134206219,0.45939195053330784,58.75,81.33333333333333,88.21428571428571,7.871524810791016
68,86.30660120021822,0.44997614827649346,47.916666666666664,82.4,77.97619047619048,8.063652038574219
69,85.59738134206219,0.45117253578942396,46.666666666666664,78.8,83.45238095238095,7.9024248123168945
70,85.81560283687944,0.47243192586405525,52.916666666666664,77.73333333333333,86.42857142857143,7.9872167110443115
71,88.21603927986907,0.44965637244027234,47.916666666666664,75.6,86.54761904761905,8.030941724777222
72,87.67048554282597,0.4275348813369356,59.166666666666664,80.0,80.5952380952381,8.080276489257812
73,86.52482269503547,0.4160781040273864,55.0,80.93333333333334,82.38095238095238,7.990447282791138
74,87.56137479541735,0.42607147837507314,55.0,81.33333333333333,87.02380952380952,7.847571134567261
75,87.8341516639389,0.4113414441717082,52.083333333333336,80.4,86.19047619047619,7.917160272598267
76,87.07037643207856,0.42640362936874915,50.416666666666664,83.33333333333333,77.26190476190476,8.0773606300354
77,86.79759956355701,0.4206920564174652,63.333333333333336,79.2,86.78571428571429,7.996287822723389
78,86.47026732133115,0.4054358735166747,39.166666666666664,82.13333333333334,77.85714285714286,7.9556190967559814
79,87.39770867430443,0.38070278229384585,58.333333333333336,80.26666666666667,66.07142857142857,7.841461420059204
80,87.67048554282597,0.4133276918838764,55.416666666666664,79.73333333333333,85.71428571428571,7.983027696609497
81,88.16148390616476,0.3865360689574274,55.833333333333336,85.73333333333333,87.61904761904762,7.9226155281066895
82,88.70703764320785,0.3838021148895395,51.25,78.13333333333334,88.57142857142857,7.826799392700195
83,89.96181123840698,0.3901725997184885,50.416666666666664,78.8,83.80952380952381,7.8734002113342285
84,88.70703764320785,0.368243133199626,62.083333333333336,85.46666666666667,88.69047619047619,8.00460934638977
85,86.57937806873977,0.41475522004324816,55.833333333333336,77.86666666666666,68.21428571428571,8.132596492767334
86,87.94326241134752,0.366815696502554,53.75,78.53333333333333,81.9047619047619,7.807372331619263
87,87.07037643207856,0.41722680063083256,58.333333333333336,75.86666666666666,86.42857142857143,7.9273762702941895
88,88.9798145117294,0.35772732722348183,57.916666666666664,86.4,87.85714285714286,8.02203369140625
89,88.87070376432078,0.37926427454784,55.416666666666664,85.6,88.0952380952381,8.017326831817627
90,87.8341516639389,0.4053809159788592,54.583333333333336,81.6,88.21428571428571,7.9312708377838135
91,90.18003273322422,0.3476324312645814,40.416666666666664,88.4,88.45238095238095,8.065351009368896
92,88.70703764320785,0.36719731524072846,52.083333333333336,79.33333333333333,87.14285714285714,8.033926486968994
93,88.05237315875614,0.3650234351898062,50.0,83.6,86.19047619047619,8.13113021850586
94,90.56192034915439,0.30055769455843956,52.916666666666664,85.06666666666666,74.52380952380952,8.081830978393555
95,85.92471358428806,0.4072833235921531,59.583333333333336,77.46666666666667,83.69047619047619,8.055347919464111
96,89.47081287506819,0.34391485411545325,57.083333333333336,86.4,88.33333333333333,8.182257890701294
97,87.01582105837424,0.3693707898772996,66.66666666666667,84.8,77.5,8.196625709533691
98,89.79814511729406,0.3232991952320625,64.16666666666667,87.6,86.54761904761905,8.415690183639526
99,90.12547735951992,0.3406368262808898,60.416666666666664,84.66666666666667,88.80952380952381,8.198584079742432
100,88.16148390616476,0.3623783465089469,60.416666666666664,85.73333333333333,89.16666666666667,8.096663475036621
