round,global_test_acc,global_test_loss,client1_val_acc,client2_val_acc,client3_val_acc,round_time
1,42.5531914893617,1.4237768526734977,47.916666666666664,90.26666666666667,76.07142857142857,106.83335065841675
2,87.72504091653028,0.39146058338469475,68.75,87.2,79.28571428571429,106.66934180259705
3,93.72613202400436,0.1911050609216608,68.75,88.4,94.4047619047619,106.11258602142334
4,93.9443535188216,0.2223248691779786,58.333333333333336,53.86666666666667,83.0952380952381,106.47956800460815
5,96.6721222040371,0.15123444451982604,90.83333333333333,93.73333333333333,91.9047619047619,107.08646178245544
6,94.59901800327333,0.18726065099753184,85.83333333333333,81.73333333333333,79.4047619047619,108.82643532752991
7,96.23567921440262,0.13763766265313687,93.33333333333333,96.13333333333334,90.5952380952381,107.2451102733612
8,94.59901800327333,0.18484146934773388,90.0,92.13333333333334,62.976190476190474,107.04054188728333
9,96.94489907255864,0.12753031507198667,90.41666666666667,87.06666666666666,90.5952380952381,106.9992368221283
10,97.38134206219313,0.11220859137267389,93.75,93.33333333333333,96.54761904761905,106.29354786872864
11,97.05400981996726,0.12444154380274744,90.41666666666667,95.73333333333333,92.85714285714286,106.5129063129425
12,97.65411893071467,0.11804731796567874,92.91666666666667,94.4,95.35714285714286,106.06200432777405
13,98.03600654664484,0.10220638436570378,91.66666666666667,97.6,97.73809523809524,107.65790438652039
14,97.43589743589743,0.13394190808597567,92.91666666666667,98.4,91.30952380952381,106.91398048400879
15,97.87234042553192,0.11098293953671537,94.58333333333333,97.2,95.83333333333333,107.17151379585266
16,97.98145117294054,0.10094722289720486,88.33333333333333,92.93333333333334,97.14285714285714,106.60255527496338
17,96.83578832515003,0.15020441485906083,92.91666666666667,96.0,88.92857142857143,107.5271315574646
18,98.19967266775778,0.09548573883386843,95.41666666666667,96.53333333333333,96.42857142857143,106.65744376182556
19,98.52700490998363,0.08946634371160803,92.08333333333333,97.46666666666667,97.85714285714286,106.02874970436096
20,98.30878341516639,0.10653043319551467,94.58333333333333,98.4,97.5,106.05672240257263
21,98.3633387888707,0.10305209992632093,94.16666666666667,96.4,97.97619047619048,107.36038160324097
22,97.49045280960175,0.12412854174457105,93.75,94.8,95.95238095238095,106.42506456375122
23,97.87234042553192,0.1337621141955706,94.58333333333333,98.53333333333333,95.83333333333333,106.5373067855835
24,97.98145117294054,0.12024402870708306,94.16666666666667,96.26666666666667,98.21428571428571,106.43331575393677
25,97.92689579923622,0.12392817995488917,94.16666666666667,98.4,87.5,106.23061013221741
26,98.25422804146208,0.11926361694124102,92.5,99.2,95.95238095238095,106.6407699584961
27,98.25422804146208,0.1301866057429238,95.83333333333333,98.8,91.54761904761905,106.65548920631409
28,96.01745771958538,0.17850627747749717,90.0,98.0,91.07142857142857,106.50329852104187
29,98.52700490998363,0.10664672311721571,90.83333333333333,98.53333333333333,98.57142857142857,106.14466452598572
30,98.30878341516639,0.10618708046265589,91.25,98.8,95.95238095238095,106.26320672035217
31,98.41789416257501,0.11021956285674542,96.66666666666667,98.66666666666667,98.0952380952381,106.03266429901123
32,98.19967266775778,0.10134400745877868,95.41666666666667,98.93333333333334,97.38095238095238,106.31867098808289
33,98.52700490998363,0.09784818904530578,95.41666666666667,98.13333333333334,97.38095238095238,106.3815758228302
34,98.25422804146208,0.11731479885126865,93.75,98.66666666666667,96.19047619047619,106.72706508636475
35,97.92689579923622,0.11420984529029048,94.16666666666667,96.26666666666667,97.38095238095238,106.45861220359802
36,97.87234042553192,0.120349447060264,93.33333333333333,79.73333333333333,98.45238095238095,106.43636178970337
37,98.41789416257501,0.11401037524197379,93.75,99.2,98.33333333333333,105.9897723197937
38,98.3633387888707,0.10984098680022851,93.33333333333333,99.33333333333333,96.66666666666667,106.90645384788513
39,98.41789416257501,0.12105623713438851,97.08333333333333,98.93333333333334,98.45238095238095,106.79377007484436
40,98.25422804146208,0.12555339023216722,94.16666666666667,99.2,99.04761904761905,105.81493377685547
41,97.8177850518276,0.13563995135763404,95.41666666666667,91.6,98.80952380952381,107.27051997184753
42,98.41789416257501,0.11120658732799146,96.25,99.2,96.54761904761905,106.01955223083496
43,98.19967266775778,0.11469284721031978,95.0,99.2,96.07142857142857,107.02238512039185
44,98.47244953627933,0.11606050692403344,95.0,98.0,98.80952380952381,106.21230983734131
45,96.1811238406983,0.24814158407489545,95.0,99.2,57.26190476190476,106.06890225410461
46,98.3633387888707,0.12430062475523927,93.75,99.46666666666667,98.92857142857143,106.70453405380249
47,98.09056192034916,0.13277915307066748,95.41666666666667,94.8,97.85714285714286,106.33541178703308
48,97.98145117294054,0.14148607525792864,95.41666666666667,99.06666666666666,97.14285714285714,105.85536623001099
49,98.25422804146208,0.11757601427259566,94.16666666666667,98.13333333333334,98.69047619047619,106.58511424064636
50,98.14511729405346,0.12803066014824033,93.33333333333333,96.13333333333334,97.5,106.53901672363281
51,98.25422804146208,0.1345087182711848,90.41666666666667,98.93333333333334,98.33333333333333,106.28173422813416
52,98.30878341516639,0.11990057241689947,94.16666666666667,98.93333333333334,98.33333333333333,105.77742791175842
53,98.09056192034916,0.11656900307157073,95.41666666666667,99.06666666666666,97.85714285714286,106.86753559112549
54,98.14511729405346,0.12174434321448267,91.25,99.06666666666666,98.80952380952381,106.33268785476685
55,98.3633387888707,0.12247113132980303,95.41666666666667,98.26666666666667,98.69047619047619,106.70578217506409
56,98.14511729405346,0.09405946914545173,93.75,98.0,97.14285714285714,106.88387036323547
57,98.25422804146208,0.11230729127459951,88.33333333333333,98.93333333333334,98.57142857142857,106.86053657531738
58,98.41789416257501,0.11955883865790258,92.91666666666667,99.33333333333333,98.57142857142857,106.08421015739441
59,98.19967266775778,0.13536696240928373,96.25,97.73333333333333,98.57142857142857,107.045006275177
60,98.3633387888707,0.1230046276092441,93.33333333333333,99.2,98.69047619047619,106.76651072502136
