round,global_test_acc,global_test_loss,global_best_score,client1_val_acc,client2_val_acc,client3_val_acc,client1_pbest,client2_pbest,client3_pbest,round_time
63,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.48077368736267
64,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.12569451332092
65,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.54718542098999
66,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.88456082344055
67,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.64455318450928
68,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.03604030609131
69,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.32935881614685
70,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.31328892707825
71,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.75690364837646
72,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.52813482284546
73,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.18542766571045
74,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.00777578353882
75,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.98272466659546
76,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.57167983055115
77,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.58158040046692
78,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.82859015464783
79,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.11851906776428
80,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,98.7216260433197
81,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,94.77956461906433
82,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,95.30525422096252
83,24.113475177304963,4.5995307996355255,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.35527443885803
84,24.113475177304963,4.096760363414369,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.02280402183533
85,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,96.79027962684631
86,24.113475177304963,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,97.48622751235962
