grade,patients,mean_points,fit_r2_mean,fit_r2_std,fit_mae_mean,fit_rmse_mean,r_fit_mean,k_fit_mean
HGG,89,5.651685393258427,0.6172216879060793,0.39049375608089726,13409.833112288392,17218.97728571374,0.07261452428893427,1866574.4239801005
LGG,19,5.947368421052632,0.7558027740512897,0.28757755772247945,3733.0763528667135,4984.739161221022,0.061552214061364297,2494732.948174175
UNKNOWN,3,12.666666666666666,0.6825276724830177,0.26641060089397073,1421.3067279270472,2170.323120574542,0.0038831864327517774,335639.90713239415
